fid,StudySite,ESUnumber,CropType,CropHeight,Rowspacing,LeafType,PhenoState,RowOrienta,SkyCond,SamplStrat,Irrigation,b_Tilled,Operators,d_observa,X_UTM,Y_UTM,Date,LAI_g_B_mi,fCover,LicorLAI,LAI_AccuPA,SD_LAI_Acc,B443_1,B490_1,B560_1,B665_1,B705_1,B740_1,B783_1,B842_1,B865_1,B945_1,B1610_1,B2190_1,FID_,f_datetime,Time,Scientific,LAI_g_B,Pocket_LAI,AccuPAR,443_1,490_1,560_1,665_1,705_1,740_1,783_1,842_1,865_1,945_1,1610_1,2190_1,layer,path
"140",MR,"18",VEZA,0.3,0.2,N,SE,90E,CL,D,R,"0",VPG,Veza,345239.5813,4625891.964,,,"0","0.54",,,,,,,,,,,,,,,17,2017/06/21,1899/12/30,Vicia sativa,b,0.706666667,0.854,0.0669,0.0865,0.1291,0.2111,0.2487,0.2629,0.2858,0.304,0.3289,0.3231,0.445,0.309,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"141",MR,"19",VEZA,0.38,0.13,N,SE,80E,CL,D,R,"0",VPG,Veza es la misma parcela que la ESU18,344668.3902,4625978.66,,,"0","0.542",,,,,,,,,,,,,,,18,2017/06/21,1899/12/30,Vicia sativa,b,0.773333333,0.9325,0.0649,0.0814,0.1272,0.2063,0.2551,0.2689,0.2961,0.3031,0.3359,0.3249,0.445,0.3179,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"142",MR,"20",TRIGO,0.55,0.12,N,SE,350N,CL,D,R,"0",VPG,trigo,344721.1909,4626045.094,,,"0","0.92",,,,,,,,,,,,,,,19,2017/06/21,1899/12/30,Triticum spp,b,1.666666667,0.876,0.0602,0.073,0.1031,0.1606,0.1814,0.2056,0.2316,0.25,0.271,0.2817,0.3674,0.2461,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"143",MR,"21",GARBANZOS,0.38,0.2,N,MA,100E,CL,D,R,"0",VPG,garbanzos verde y amarillo con hierbas verdes. LAI mixto,343614.0719,4625279.743,,,"0","0.719",,,,,,,,,,,,,,,20,2017/06/21,1899/12/30,Cicer arietinum,b,1.456666667,1.17,0.0772,0.0987,0.1629,0.2288,0.3078,0.3477,0.3755,0.3775,0.4013,0.3661,0.3901,0.283,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"144",MR,"22",LENTEJAS,0.25,0.15,N,SE,105E,CL,D,R,"0",VPG,con plantas verdes intercaladas,343604.1629,4625233.4,,,"0","1.05",,,,,,,,,,,,,,,21,2017/06/21,1899/12/30,Lens culinaris,b,1.58,0.808,0.0714,0.0825,0.1231,0.197,0.2569,0.2981,0.324,0.334,0.3543,0.3448,0.3762,0.2631,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"145",MR,"23",LENTEJAS,0.2,0.14,N,SE,105E,CL,D,R,"0",VPG,lentejas pardinas con plantas verdes. la misma parcela que el ESU22,343615.197,4624990.856,,,"0","0.744",,,,,,,,,,,,,,,22,2017/06/21,1899/12/30,Lens culinaris,b,0.81,1.2725,0.0667,0.0852,0.1342,0.2237,0.2657,0.2926,0.3215,0.3266,0.3569,0.3403,0.4253,0.3145,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"146",MR,"24",MEZCLA AVENA-TRIGO,0.45,0.12,N,SE,145SE,CL,D,R,"0",VPG,principalmente avena a punto de cosechar. Vemos la cosechadora al final de la parcela. Hay una zona con avena mas alta y cerca un cerco con avena malnacida,343557.0674,4624903.45,,,"0","1.65",,,,,,,,,,,,,,,23,2017/06/21,1899/12/30,Triticum spp - Avena sativa,b,1.973333333,0.9125,0.0641,0.0859,0.1278,0.2022,0.2583,0.2897,0.3161,0.3417,0.3654,0.3556,0.4206,0.2738,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"147",MR,"25",MEZCLA AVENA-TRIGO,0.72,0.12,N,SE,175S,CL,D,R,"0",VPG,principalmente avena. mas alta que la ESU 24 de la misma parcela,343544.285,4624849.444,,,"0","1.51",,,,,,,,,,,,,,,24,2017/06/21,1899/12/30,Triticum spp - Avena sativa,b,2.566666667,1.996,0.0726,0.084,0.1266,0.2034,0.2571,0.2915,0.3231,0.3466,0.3709,0.3629,0.3879,0.2529,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"148",Greg,"26",TRIGO,0.4,0.15,N,SE,30N,PC,D,R,"0",VPG,trigo con hierbas dispersas,347344.9054,4605422.042,,,"0","0.981",,,,,,,,,,,,,,,25,2017/06/21,1899/12/30,Triticum spp,b,1.45,1.274,0.0802,0.1187,0.169,0.2456,0.2896,0.3069,0.3293,0.3388,0.3633,0.3688,0.4405,0.3165,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"149",Greg,"27",TRIGO,0.1,0.15,N,SE,30NE,PC,D,R,"0",VPG,RASTROJO,347382.6586,4605327.479,,,"0","0.385",,,,,,,,,,,,,,,26,2017/06/21,1899/12/30,Triticum spp,b,0.25,0.576,0.0928,0.1434,0.2017,0.3013,0.3396,0.3607,0.3884,0.4093,0.4363,0.4026,0.4808,0.3121,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"150",Greg,"28",MAIZ,1.15,0.6,B,GU,15N,PC,D,IP,"0",VPG,9 hojas desarrolladas,346841.588,4604909.793,,,"0","2.19",,,,,,,,,,,,,,,27,2017/06/21,1899/12/30,Zea mays,g,2.606666667,2.632,0.0686,0.0479,0.0812,0.0598,0.1109,0.2836,0.3435,0.341,0.356,0.3306,0.2044,0.1083,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"151",Greg,"29",TRIGO,0.8,0.15,N,SE,230SW,PC,D,I,"0",VPG,trigo regadio cobertura total,345577.2517,4603705.574,,,"0","3.6",,,,,,,,,,,,,,,28,2017/06/21,1899/12/30,Triticum spp,b,4.006666667,4.694,0.0566,0.0693,0.0987,0.1513,0.1819,0.2093,0.2443,0.2691,0.2976,0.3267,0.2325,0.137,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"152",Greg,"30",GIRASOL,1.3,0.75,B,FL,2N,PC,S,I,"0",VPG,boton floral,345660.3227,4603682.45,,,"0","2.45",,,,,,,,,,,,,,,29,2017/06/21,1899/12/30,Helianthus annuus,g,2.153333333,2.568,0.0569,0.0508,0.0772,0.0637,0.1224,0.3547,0.4022,0.3837,0.4169,0.4456,0.2228,0.1098,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"153",Greg,"31",CEBADA,0.35,0.12,N,SE,,PC,D,R,"0",VPG,espiga poco granada,347099.9545,4604868.695,,,"0","1.11",,,,,,,,,,,,,,,30,2017/06/21,1899/12/30,Hordeum vulgare,b,1.636666667,1.286,0.0724,0.0937,0.1371,0.2167,0.2555,0.2735,0.2988,0.3096,0.3388,0.3399,0.3722,0.2396,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"154",Greg,"32",ALFALFA,0.35,0.2,N,FL,125SE,PC,S,R,"0",VPG,mucha mezcla d hierbas,345498.28,4603264.299,,,"0","0.863",,,,,,,,,,,,,,,31,2017/06/21,1899/12/30,Medicago sativa,g,0.976666667,1.05,0.0599,0.0559,0.0943,0.074,0.1614,0.3324,0.381,0.4025,0.4145,0.3811,0.3195,0.1868,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"155",Greg,"33",TRIGO,0.52,0.12,N,SE,195SW,PC,D,I,"0",VPG,,343572.5465,4601039.014,,,"0","1.8",,,,,,,,,,,,,,,32,2017/06/21,1899/12/30,Triticum spp,b,2.043333333,1.678,0.0754,0.0873,0.1252,0.1703,0.2086,0.2275,0.2408,0.2521,0.2733,0.2986,0.3,0.2099,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"156",Greg,"34",CEBADA,0.12,0.12,N,SE,300NW,PC,D,I,"0",VPG,RASTROJO,343719.0136,4600672.778,,,"0","0.632",,,,,,,,,,,,,,,33,2017/06/21,1899/12/30,Hordeum vulgare,b,1.18,1.044,0.0784,0.1365,0.1897,0.2803,0.3345,0.3453,0.3761,0.3898,0.435,0.385,0.4706,0.2957,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"157",Greg,"35",ALFALFA,0.72,0.08,N,FL,340N,PC,D,I,"0",VPG,parece que la han regado algo con cañon. hay una parte al fondo que esta mas baja e irregular. Medimos en la parte buena y regular,344156.859,4600715.027,,,"0","2.84",,,,,,,,,,,,,,,34,2017/06/21,1899/12/30,Medicago sativa,g,1.486666667,2.506,0.0559,0.0505,0.0752,0.0638,0.1225,0.3309,0.4045,0.4111,0.4355,0.4418,0.226,0.1234,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"158",ITA,"36",YEROS,0.23,0.15,N,SE,115SE,PC,D,R,"0",VPG,hierbas verdes dispersas y en la zona mas cercana al ITACYL mucha avena intercalada,358320.0548,4618390.985,,,"0","0.61",,,,,,,,,,,,,,,35,2017/06/22,1899/12/30,Vicia ervilia,b,1.253333333,0.608291844,0.095,0.1256,0.173,0.2557,0.2909,0.311,0.3381,0.3619,0.3781,0.3559,0.4499,0.32,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"159",ITA,"37",PATATA,0.7,0.6,B,MA,200S,PC,D,I,"0",VPG,flor caida no hace mucho,358393.7373,4618655.344,,,"0","3.31",,,,,,,,,,,,,,,36,2017/06/22,1899/12/30,Solanum tuberosum,g,3.493333333,2.695,0.0527,0.0427,0.0907,0.0573,0.1577,0.446,0.5421,0.5339,0.5363,0.4878,0.2441,0.1402,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"160",ITA,"38",CEBADA,0.55,0.15,N,SE,280W,PC,D,R,"0",VPG,cebada,359213.3723,4619598.276,,,"0","1.84",,,,,,,,,,,,,,,37,2017/06/22,1899/12/30,Hordeum vulgare,b,2.933333333,1.4775,0.066,0.099,0.1496,0.2392,0.2822,0.2992,0.3276,0.3544,0.3815,0.3498,0.3857,0.2516,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"161",ITA,"39",CEBADA,0.35,0.15,N,SE,245SW,PC,D,R,"0",VPG,cebada muy baja,359395.2573,4618523.295,,,"0","1.13",,,,,,,,,,,,,,,38,2017/06/22,1899/12/30,Hordeum vulgare,b,1.556666667,1.0775,0.0771,0.0885,0.1234,0.1819,0.2122,0.2213,0.2409,0.2501,0.2826,0.2826,0.3911,0.2756,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"162",ITA,"40",GIRASOL,0.6,0.7,B,FL,210SW,PC,D,I,"0",VPG,girasol con muchos tipos de plantas distintas intercaladas. boton floral,359540.7712,4618466.894,,,"31.25","0.525",,,,,,,,,,,,,,,39,2017/06/22,1899/12/30,Helianthus annuus,g,0.4,0.956,0.0934,0.099,0.1537,0.1744,0.2269,0.4084,0.4494,0.4526,0.4598,0.4143,0.3632,0.2666,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"163",ITA,"41",TRIGO,0.8,0.2,N,SE,200S,PC,D,I,"0",VPG,trigo con puas negras,359057.3781,4618091.263,,,"0","1.64",,,,,,,,,,,,,,,40,2017/06/22,1899/12/30,Triticum spp,b,2.726666667,1.86,0.0607,0.0538,0.0866,0.1258,0.1549,0.1756,0.2028,0.2165,0.2363,0.2985,0.2911,0.1935,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"164",ITA,"42",AVENA,1,0.12,N,SE,140SE,PC,D,I,"0",VPG,avena todavia algo verde y tumbada,358046.8041,4618159.428,,,"10.22","3.36",,,,,,,,,,,,,,,41,2017/06/22,1899/12/30,Avena sativa,b,5.163333333,4.0425,0.0766,0.0703,0.1195,0.141,0.2392,0.3298,0.378,0.4399,0.4156,0.376,0.3138,0.2344,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"165",ITA,"43",AVENA,0.55,0.12,N,SE,105E,PC,D,R,"0",VPG,parcela estrecha,357145.071,4618855.345,,,"0","0.89",,,,,,,,,,,,,,,42,2017/06/22,1899/12/30,Avena sativa,b,1.746666667,1.0375,0.0831,0.1006,0.1532,0.2271,0.284,0.3264,0.3559,0.3686,0.3825,0.3412,0.4127,0.3072,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"166",ITA,"44",TRIGO,0.32,0.25,N,SE,70E,PC,D,R,"0",VPG,trigo malo apenas granado,356335.0951,4618330.178,,,"0","0.675",,,,,,,,,,,,,,,43,2017/06/22,1899/12/30,Triticum spp,b,0.96,0.66,0.0882,0.1276,0.1872,0.2563,0.2916,0.3076,0.3237,0.3442,0.3564,0.3145,0.4258,0.3177,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"167",ITA,"45",AVENA,0.45,0.12,N,SE,105E,PC,D,R,"0",VPG,avena muy baja,354357.7126,4618711.336,,,"0","0.33",,,,,,,,,,,,,,,44,2017/06/22,1899/12/30,Avena sativa,b,0.856666667,0.35,0.118,0.1664,0.2249,0.2941,0.3371,0.355,0.3772,0.3951,0.4131,0.3769,0.493,0.3658,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"168",Gsec,"46",Bare soil,0,0,,,,,,,"0",VPG,tillage nivel 1,341171.1854,4598894.763,,,"0","0",,,,,,,,,,,,,,,45,2017/06/14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"169",Greg,"47",Bare soil,0,0,,,,,,,"0",VPG,tillage nivel 2,339495.3404,4602413.563,,,"0","0",,,,,,,,,,,,,,,46,2017/06/14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"170",Gsec,"48",Bare soil,0,0,,,,,,,"0",VPG,tillage nivel 3,339137.0282,4601379.571,,,"0","0",,,,,,,,,,,,,,,47,2017/06/14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"171",ITA,"49",Bare soil,0,0,,,,,,,"0",VPG,tillage nivel 1,357222.7609,4618835.781,,,"0","0",,,,,,,,,,,,,,,48,2017/06/22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"172",ITA,"50",Bare soil,0,0,,,,,,,"0",VPG,tillage nivel 2,356922.5167,4618590.972,,,"0","0",,,,,,,,,,,,,,,49,2017/06/22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"173",MR,"0",CENTENO,1.3,0.15,N,SE,324NW,CL,D,I,"0",VPG,"Cosecharan proximamente, el 24 de julio probablemente",345558.273091,4626467.67287,,,"0","0",,,,,,,,,,,,,,,50,2017/07/21,1899/12/30,Secale cereale,b,0,1.854,0.0233,0.0369,0.0516,0.0835,0.105,0.1138,0.128,0.1444,0.1535,0.1518,0.234,0.1653,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"174",MR,"0",TRITORDEUM,0.9,0.12,N,SE,98E,CL,D,I,"0",VPG,Tritordeum Irrigated,345475.980847,4626433.17788,,,"0","0",,,,,,,,,,,,,,,51,2017/07/21,1899/12/30,Tritordeum,b,0,1.684,0.0335,0.0527,0.0837,0.127,0.1487,0.1593,0.1741,0.1902,0.2017,0.2007,0.2815,0.1973,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"175",MR,"0",GIRASOL,1.5,0.4,B,FL,240SW,CL,D,I,"0",VPG,,345550.539164,4627059.06101,,,"0","0",,,,,,,,,,,,,,,52,2017/07/21,1899/12/30,Helianthus annuus,g,0,3.944,0.0213,0.0273,0.0662,0.051,0.1191,0.3781,0.4368,0.4298,0.4391,0.464,0.2229,0.1258,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"176",MR,"51",GARBANZOS,0.45,0.2,N,SE,225SW,CL,S,R,"0",VPG,LAI mixto muchas hierbas verdes intercaladas,345266.394015,4627200.76721,,,"0","0",,,,,,,,,,,,,,,53,2017/07/21,1899/12/30,Cicer arietinum,mixto,0,0.73,0.0635,0.0625,0.1048,0.1254,0.1926,0.2929,0.327,0.3445,0.3626,0.367,0.35,0.2444,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"177",Otro,"52",ALFALFA,0.25,0.15,N,FL,355N,CL,S,R,"0",VPG,Alfalfa. la parcela de la izquierda es lo mismo. A la derecha habi cereal ya cosechado,347348.831628,4631696.14046,,,"0","0",,,,,,,,,,,,,,,54,2017/07/21,1899/12/30,Medicago sativa,g,0,0.152,0.08,0.0851,0.1274,0.1793,0.2297,0.2636,0.283,0.2828,0.3034,0.3081,0.4499,0.3373,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"178",MR,"0",ADORMIDERA,1.1,0.2,B,SE,85E,CL,D,I,"0",VPG,"Cultivo completamente seco. No se han georreferenciado los puntos B-E para no destrozar el cultivo. Sin embargo, si se han medido en 5 puntos aleatorios",347807.53432,4628117.70506,,,"0","0",,,,,,,,,,,,,,,55,2017/07/21,1899/12/30,Papaver somniferum,b,0,0.946,0.0639,0.0578,0.0858,0.1389,0.167,0.1785,0.201,0.2252,0.2357,0.2683,0.3983,0.2966,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"179",MR,"0",ADORMIDERA,1,0.15,B,SE,270W,CL,D,I,"0",VPG,Se ve el pivot en la parcela,347852.019465,4628123.00496,,,"0","0",,,,,,,,,,,,,,,56,2017/07/21,1899/12/30,Papaver somniferum,b,0,0.936,0.0456,0.0472,0.0754,0.1263,0.1502,0.156,0.1775,0.1979,0.2139,0.2368,0.374,0.2855,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
